"Class Name - Live Allocated Objects";"Live Bytes";"Live Objects";"Allocated Objects";"Avg. Age";"Generations"
"org.xml.sax.ContentHandler[]";"0";"0";"1";"0.00";"0"
"org.jcp.xml.dsig.internal.dom.XMLDSigRI$1";"0";"0";"1";"0.00";"0"
"org.bouncycastle.jce.provider.symmetric.SEEDMappings";"0";"0";"1";"0.00";"0"
"org.bouncycastle.jce.provider.symmetric.NoekeonMappings";"0";"0";"1";"0.00";"0"
"org.bouncycastle.jce.provider.symmetric.Grainv1Mappings";"0";"0";"1";"0.00";"0"
"org.bouncycastle.jce.provider.symmetric.Grain128Mappings";"0";"0";"1";"0.00";"0"
"org.bouncycastle.jce.provider.symmetric.CamelliaMappings";"0";"0";"1";"0.00";"0"
"org.bouncycastle.jce.provider.symmetric.CAST5Mappings";"0";"0";"1";"0.00";"0"
"org.bouncycastle.jce.provider.symmetric.AESMappings";"0";"0";"1";"0.00";"0"
"org.bouncycastle.jce.provider.asymmetric.ECMappings";"0";"0";"1";"0.00";"0"
"org.bouncycastle.jce.provider.BouncyCastleProvider$1";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.xpath.MatchingContentHandler";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.XHTMLContentHandler";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.WriteOutContentHandler";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.ToTextContentHandler";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.TextContentHandler";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.TeeContentHandler";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.TaggedContentHandler";"0";"0";"2";"0.00";"0"
"org.apache.tika.sax.SecureContentHandler";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.SafeContentHandler$2";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.SafeContentHandler$1";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.OfflineContentHandler";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.EmbeddedContentHandler";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.BodyContentHandler";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.xml.FictionBookParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.xml.ElementMetadataHandler";"0";"0";"3";"0.00";"0"
"org.apache.tika.parser.xml.DcXMLParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.video.FLVParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.txt.TXTParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.txt.CharsetRecog_sbcs$NGramParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.txt.CharsetRecog_mbcs$iteratedChar";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.txt.CharsetMatch[]";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.txt.CharsetMatch";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.txt.CharsetDetector";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.rtf.RTFParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.pkg.ZipContainerDetector";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.pkg.PackageParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.pdf.PDFParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.pdf.PDF2XHTML$1";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.pdf.PDF2XHTML";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.odf.OpenDocumentParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.odf.OpenDocumentMetaParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.odf.OpenDocumentContentParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.netcdf.NetCDFParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.mp3.Mp3Parser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.microsoft.ooxml.OOXMLParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.microsoft.TNEFParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.microsoft.POIFSContainerDetector";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.microsoft.OfficeParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.mbox.MboxParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.mail.RFC822Parser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.jpeg.JpegParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.iwork.IWorkPackageParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.image.TiffParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.image.PSDParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.image.ImageParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.html.HtmlParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.hdf.HDFParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.font.TrueTypeParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.feed.FeedParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.epub.EpubParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.epub.EpubContentParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.dwg.DWGParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.chm.ChmParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.audio.MidiParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.audio.AudioParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.asm.ClassParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.Parser[]";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.ParseContext";"0";"0";"3";"0.00";"0"
"org.apache.tika.parser.DefaultParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.AutoDetectParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.Patterns$LengthComparator";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.Patterns";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.OrClause";"0";"0";"2";"0.00";"0"
"org.apache.tika.mime.MimeTypesReader";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.MimeTypes";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.MimeType$RootXML";"0";"0";"14";"0.00";"0"
"org.apache.tika.mime.MimeType";"0";"0";"749";"0.00";"0"
"org.apache.tika.mime.MediaType[]";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.MediaTypeRegistry";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.Magic[]";"0";"0";"72";"0.00";"0"
"org.apache.tika.mime.MagicMatch";"0";"0";"204";"0.00";"0"
"org.apache.tika.mime.Magic";"0";"0";"173";"0.00";"0"
"org.apache.tika.mime.Clause[]";"0";"0";"16";"0.00";"0"
"org.apache.tika.mime.AndClause";"0";"0";"18";"0.00";"0"
"org.apache.tika.metadata.Metadata";"0";"0";"90";"0.00";"0"
"org.apache.tika.io.TikaInputStream";"0";"0";"1";"0.00";"0"
"org.apache.tika.io.TemporaryResources";"0";"0";"2";"0.00";"0"
"org.apache.tika.io.ClosedInputStream";"0";"0";"1";"0.00";"0"
"org.apache.tika.io.CloseShieldInputStream";"0";"0";"1";"0.00";"0"
"org.apache.tika.detect.XmlRootExtractor$ExtractorHandler";"0";"0";"1";"0.00";"0"
"org.apache.tika.detect.XmlRootExtractor";"0";"0";"1";"0.00";"0"
"org.apache.tika.detect.TextDetector";"0";"0";"1";"0.00";"0"
"org.apache.tika.detect.MagicDetector";"0";"0";"198";"0.00";"0"
"org.apache.tika.detect.DefaultDetector";"0";"0";"1";"0.00";"0"
"org.apache.tika.config.TikaConfig";"0";"0";"1";"0.00";"0"
"org.apache.tika.config.ServiceLoader";"0";"0";"2";"0.00";"0"
"org.apache.pdfbox.util.operator.ShowTextGlyph";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.ShowText";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.SetWordSpacing";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.SetTextRise";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.SetTextRenderingMode";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.SetTextLeading";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.SetTextFont";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.SetMoveAndShow";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.SetMatrix";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.SetLineWidth";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.SetHorizontalTextScaling";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.SetGraphicsStateParameters";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.SetCharSpacing";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.NextLine";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.MoveTextSetLeading";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.MoveText";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.MoveAndShow";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.Invoke";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.GSave";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.GRestore";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.EndText";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.Concatenate";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.operator.BeginText";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.TextPosition";"0";"0";"154913";"0.00";"0"
"org.apache.pdfbox.util.TextNormalize";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.util.PositionWrapper";"0";"0";"154161";"0.00";"0"
"org.apache.pdfbox.util.PDFStreamEngine$StreamResources";"0";"0";"109";"0.00";"0"
"org.apache.pdfbox.util.Matrix";"0";"0";"685656";"0.00";"0"
"org.apache.pdfbox.persistence.util.COSObjectKey";"0";"0";"3518";"0.00";"0"
"org.apache.pdfbox.pdmodel.text.PDTextState";"0";"0";"173";"0.00";"0"
"org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThreadBead";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationWidget";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationText";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLink";"0";"0";"41";"0.00";"0"
"org.apache.pdfbox.pdmodel.graphics.xobject.PDXObjectForm";"0";"0";"75";"0.00";"0"
"org.apache.pdfbox.pdmodel.graphics.xobject.PDPixelMap";"0";"0";"6940";"0.00";"0"
"org.apache.pdfbox.pdmodel.graphics.xobject.PDJpeg";"0";"0";"589";"0.00";"0"
"org.apache.pdfbox.pdmodel.graphics.xobject.PDCcitt";"0";"0";"7";"0.00";"0"
"org.apache.pdfbox.pdmodel.graphics.color.PDSeparation";"0";"0";"34";"0.00";"0"
"org.apache.pdfbox.pdmodel.graphics.color.PDPattern";"0";"0";"2";"0.00";"0"
"org.apache.pdfbox.pdmodel.graphics.color.PDLab";"0";"0";"3";"0.00";"0"
"org.apache.pdfbox.pdmodel.graphics.color.PDIndexed";"0";"0";"10";"0.00";"0"
"org.apache.pdfbox.pdmodel.graphics.color.PDICCBased";"0";"0";"77";"0.00";"0"
"org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN";"0";"0";"2";"0.00";"0"
"org.apache.pdfbox.pdmodel.graphics.color.PDDeviceGray";"0";"0";"27528";"0.00";"0"
"org.apache.pdfbox.pdmodel.graphics.color.PDColorState";"0";"0";"27507";"0.00";"0"
"org.apache.pdfbox.pdmodel.graphics.PDGraphicsState";"0";"0";"182";"0.00";"0"
"org.apache.pdfbox.pdmodel.graphics.PDExtendedGraphicsState";"0";"0";"156";"0.00";"0"
"org.apache.pdfbox.pdmodel.font.PDType1CFont$PDFEncoding";"0";"0";"5";"0.00";"0"
"org.apache.pdfbox.pdmodel.font.PDType1CFont$PDFCharset";"0";"0";"5";"0.00";"0"
"org.apache.pdfbox.pdmodel.font.PDType1CFont";"0";"0";"6";"0.00";"0"
"org.apache.pdfbox.pdmodel.font.PDType0Font";"0";"0";"3";"0.00";"0"
"org.apache.pdfbox.pdmodel.font.PDTrueTypeFont";"0";"0";"3";"0.00";"0"
"org.apache.pdfbox.pdmodel.font.PDFontDescriptorDictionary";"0";"0";"16";"0.00";"0"
"org.apache.pdfbox.pdmodel.font.PDFontDescriptorAFM";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdmodel.font.PDCIDFontType2Font";"0";"0";"4";"0.00";"0"
"org.apache.pdfbox.pdmodel.font.PDCIDFontType0Font";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdmodel.encryption.StandardDecryptionMaterial";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdmodel.encryption.PDEncryptionDictionary";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdmodel.encryption.PDCryptFilterDictionary";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdmodel.encryption.AccessPermission";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdmodel.common.PDStream";"0";"0";"7755";"0.00";"0"
"org.apache.pdfbox.pdmodel.common.PDMatrix";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdmodel.common.COSStreamArray";"0";"0";"4";"0.00";"0"
"org.apache.pdfbox.pdmodel.common.COSDictionaryMap";"0";"0";"349";"0.00";"0"
"org.apache.pdfbox.pdmodel.common.COSArrayList";"0";"0";"7661";"0.00";"0"
"org.apache.pdfbox.pdmodel.PDResources";"0";"0";"108";"0.00";"0"
"org.apache.pdfbox.pdmodel.PDPageNode";"0";"0";"40163";"0.00";"0"
"org.apache.pdfbox.pdmodel.PDPage";"0";"0";"76";"0.00";"0"
"org.apache.pdfbox.pdmodel.PDDocumentInformation";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdmodel.PDDocumentCatalog";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdmodel.PDDocument";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdfparser.XrefTrailerResolver$XrefTrailerObj";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdfparser.XrefTrailerResolver";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdfparser.PDFXrefStreamParser";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdfparser.PDFStreamParser$1";"0";"0";"107";"0.00";"0"
"org.apache.pdfbox.pdfparser.PDFStreamParser";"0";"0";"110";"0.00";"0"
"org.apache.pdfbox.pdfparser.PDFParser$ConflictObj";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdfparser.PDFParser";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.pdfparser.PDFObjectStreamParser";"0";"0";"15";"0.00";"0"
"org.apache.pdfbox.io.RandomAccessFileOutputStream";"0";"0";"481";"0.00";"0"
"org.apache.pdfbox.io.RandomAccessFileInputStream";"0";"0";"370";"0.00";"0"
"org.apache.pdfbox.io.RandomAccessBuffer";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.io.PushBackInputStream";"0";"0";"124";"0.00";"0"
"org.apache.pdfbox.filter.RunLengthDecodeFilter";"0";"0";"108";"0.00";"0"
"org.apache.pdfbox.filter.LZWFilter";"0";"0";"111";"0.00";"0"
"org.apache.pdfbox.filter.JPXFilter";"0";"0";"107";"0.00";"0"
"org.apache.pdfbox.filter.JBIG2Filter";"0";"0";"110";"0.00";"0"
"org.apache.pdfbox.filter.FlateFilter";"0";"0";"110";"0.00";"0"
"org.apache.pdfbox.filter.FilterManager";"0";"0";"110";"0.00";"0"
"org.apache.pdfbox.filter.DCTFilter";"0";"0";"109";"0.00";"0"
"org.apache.pdfbox.filter.CryptFilter";"0";"0";"111";"0.00";"0"
"org.apache.pdfbox.filter.CCITTFaxDecodeFilter";"0";"0";"111";"0.00";"0"
"org.apache.pdfbox.filter.ASCIIHexFilter";"0";"0";"113";"0.00";"0"
"org.apache.pdfbox.filter.ASCII85Filter";"0";"0";"111";"0.00";"0"
"org.apache.pdfbox.encryption.ARCFour";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.encoding.Type1Encoding";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.encoding.DictionaryEncoding";"0";"0";"9";"0.00";"0"
"org.apache.pdfbox.cos.COSString";"0";"0";"107134";"0.00";"0"
"org.apache.pdfbox.cos.COSStream";"0";"0";"245";"0.00";"0"
"org.apache.pdfbox.cos.COSObject";"0";"0";"1203";"0.00";"0"
"org.apache.pdfbox.cos.COSFloat";"0";"0";"194337";"0.00";"0"
"org.apache.pdfbox.cos.COSDocument";"0";"0";"1";"0.00";"0"
"org.apache.pdfbox.cos.COSDictionary";"0";"0";"1599";"0.00";"0"
"org.apache.pdfbox.cos.COSArray";"0";"0";"41323";"0.00";"0"
"org.apache.log4j.spi.LoggingEvent";"0";"0";"387120";"0.00";"0"
"org.apache.fontbox.cmap.CodespaceRange";"0";"0";"15";"0.00";"0"
"org.apache.fontbox.cmap.CMapParser$Operator";"0";"0";"247";"0.00";"0"
"org.apache.fontbox.cmap.CMapParser$LiteralName";"0";"0";"125";"0.00";"0"
"org.apache.fontbox.cmap.CMapParser";"0";"0";"13";"0.00";"0"
"org.apache.fontbox.cmap.CMap";"0";"0";"12";"0.00";"0"
"org.apache.fontbox.cff.IndexData";"0";"0";"30";"0.00";"0"
"org.apache.fontbox.cff.DataInput";"0";"0";"180";"0.00";"0"
"org.apache.fontbox.cff.CFFParser$Header";"0";"0";"6";"0.00";"0"
"org.apache.fontbox.cff.CFFParser$Format1Encoding$Range1[]";"0";"0";"3";"0.00";"0"
"org.apache.fontbox.cff.CFFParser$Format1Encoding$Range1";"0";"0";"18";"0.00";"0"
"org.apache.fontbox.cff.CFFParser$Format1Encoding";"0";"0";"2";"0.00";"0"
"org.apache.fontbox.cff.CFFParser$Format1Charset$Range1[]";"0";"0";"9";"0.00";"0"
"org.apache.fontbox.cff.CFFParser$Format1Charset$Range1";"0";"0";"88";"0.00";"0"
"org.apache.fontbox.cff.CFFParser$Format1Charset";"0";"0";"5";"0.00";"0"
"org.apache.fontbox.cff.CFFParser$Format0Encoding";"0";"0";"1";"0.00";"0"
"org.apache.fontbox.cff.CFFParser$Format0Charset";"0";"0";"1";"0.00";"0"
"org.apache.fontbox.cff.CFFParser$DictData$Entry";"0";"0";"84";"0.00";"0"
"org.apache.fontbox.cff.CFFParser$DictData";"0";"0";"10";"0.00";"0"
"org.apache.fontbox.cff.CFFParser";"0";"0";"5";"0.00";"0"
"org.apache.fontbox.cff.CFFOperator$Key";"0";"0";"84";"0.00";"0"
"org.apache.fontbox.cff.CFFFont$Mapping";"0";"0";"654";"0.00";"0"
"org.apache.fontbox.cff.CFFFont";"0";"0";"5";"0.00";"0"
"org.apache.fontbox.cff.CFFDataInput";"0";"0";"16";"0.00";"0"
"org.apache.fontbox.afm.AFMParser";"0";"0";"1";"0.00";"0"
"org.apache.commons.logging.impl.WeakHashtable$Referenced";"0";"0";"1";"0.00";"0"
"org.apache.commons.logging.impl.LogFactoryImpl$2";"0";"0";"1";"0.00";"0"
"org.apache.commons.logging.impl.LogFactoryImpl$1";"0";"0";"1";"0.00";"0"
"org.apache.commons.logging.LogFactory$6";"0";"0";"1";"0.00";"0"
"org.apache.commons.logging.LogFactory$4";"0";"0";"1";"0.00";"0"
"org.apache.commons.logging.LogFactory$3";"0";"0";"1";"0.00";"0"
"org.apache.commons.logging.LogFactory$2";"0";"0";"1";"0.00";"0"
"org.apache.commons.logging.LogFactory$1";"0";"0";"1";"0.00";"0"
"javax.xml.parsers.SecuritySupport$5";"0";"0";"1";"0.00";"0"
"javax.xml.parsers.SecuritySupport$4";"0";"0";"3";"0.00";"0"
"javax.xml.parsers.SecuritySupport$2";"0";"0";"2";"0.00";"0"
"javax.xml.parsers.SecuritySupport$1";"0";"0";"2";"0.00";"0"
"javax.xml.namespace.QName$1";"0";"0";"1";"0.00";"0"
"javax.crypto.spec.SecretKeySpec";"0";"0";"65";"0.00";"0"
"javax.crypto.spec.IvParameterSpec";"0";"0";"64";"0.00";"0"
"javax.crypto.JceSecurityManager$1";"0";"0";"1";"0.00";"0"
"javax.crypto.JceSecurity$2";"0";"0";"1";"0.00";"0"
"javax.crypto.JceSecurity$1";"0";"0";"1";"0.00";"0"
"javax.crypto.JarVerifier$JarHolder";"0";"0";"1";"0.00";"0"
"javax.crypto.JarVerifier$2";"0";"0";"1";"0.00";"0"
"javax.crypto.JarVerifier$1";"0";"0";"1";"0.00";"0"
"javax.crypto.JarVerifier";"0";"0";"1";"0.00";"0"
"javax.crypto.IllegalBlockSizeException";"0";"0";"64";"0.00";"0"
"javax.crypto.CryptoPolicyParser$GrantEntry";"0";"0";"1";"0.00";"0"
"javax.crypto.CryptoPolicyParser$CryptoPermissionEntry";"0";"0";"1";"0.00";"0"
"javax.crypto.CryptoPolicyParser";"0";"0";"1";"0.00";"0"
"javax.crypto.CryptoPermissions";"0";"0";"1";"0.00";"0"
"javax.crypto.CryptoPermission[]";"0";"0";"1";"0.00";"0"
"javax.crypto.CryptoAllPermissionCollection";"0";"0";"1";"0.00";"0"
"javax.crypto.CipherInputStream";"0";"0";"65";"0.00";"0"
"javax.crypto.Cipher$Transform";"0";"0";"260";"0.00";"0"
"javax.crypto.Cipher";"0";"0";"63";"0.00";"0"
"javax.crypto.BadPaddingException";"0";"0";"1";"0.00";"0"
"java.util.zip.ZipFile$ZipFileInputStream";"0";"0";"166";"0.00";"0"
"java.util.zip.ZipFile$ZipFileInflaterInputStream";"0";"0";"166";"0.00";"0"
"java.util.zip.ZipFile$1";"0";"0";"1";"0.00";"0"
"java.util.zip.ZipException";"0";"0";"1";"0.00";"0"
"java.util.zip.ZipEntry";"0";"0";"172";"0.00";"0"
"java.util.zip.ZStreamRef";"0";"0";"107";"0.00";"0"
"java.util.zip.InflaterInputStream";"0";"0";"112";"0.00";"0"
"java.util.zip.Inflater";"0";"0";"111";"0.00";"0"
"java.util.regex.Pattern$TreeInfo";"0";"0";"84759";"0.00";"0"
"java.util.regex.Pattern$Slice";"0";"0";"1";"0.00";"0"
"java.util.regex.Pattern$GroupHead[]";"0";"0";"84731";"0.00";"0"
"java.util.regex.Pattern$Bound";"0";"0";"6924";"0.00";"0"
"java.util.regex.Pattern$BnM";"0";"0";"1";"0.00";"0"
"java.util.regex.Pattern$1";"0";"0";"2";"0.00";"0"
"java.util.regex.Matcher";"0";"0";"87892";"0.00";"0"
"java.util.logging.LogManager$3";"0";"0";"1";"0.00";"0"
"java.util.jar.Manifest$FastInputStream";"0";"0";"1";"0.00";"0"
"java.util.jar.JarVerifier$VerifierStream";"0";"0";"2";"0.00";"0"
"java.util.jar.JarVerifier$3";"0";"0";"1";"0.00";"0"
"java.util.jar.JarVerifier";"0";"0";"1";"0.00";"0"
"java.io.ObjectStreamClass$5";"0";"0";"0";"0.00";"0"
"java.util.concurrent.ConcurrentHashMap$Holder";"0";"0";"0";"0.00";"0"
"java.lang.management.PlatformComponent$6";"0";"0";"0";"0.00";"0"
"sun.security.pkcs.PKCS9Attribute";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$4";"0";"0";"0";"0.00";"0"
"sun.security.pkcs.SigningCertificateInfo";"0";"0";"0";"0.00";"0"
"sun.security.util.DerOutputStream[]";"0";"0";"0";"0.00";"0"
"sun.security.util.ObjectIdentifier[]";"0";"0";"0";"0.00";"0"
"java.lang.Byte[][]";"0";"0";"0";"0.00";"0"
"java.lang.Byte[]";"0";"0";"0";"0.00";"0"
"java.lang.ExceptionInInitializerError";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$3";"0";"0";"0";"0.00";"0"
"java.io.FilterOutputStream";"0";"0";"0";"0.00";"0"
"java.util.TreeMap$Values";"0";"0";"0";"0.00";"0"
"java.util.TreeMap$ValueIterator";"0";"0";"0";"0.00";"0"
"java.lang.UNIXProcess$2$1";"0";"0";"0";"0.00";"0"
"com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$MemberSignature";"0";"0";"0";"0.00";"0"
"java.util.jar.JarEntry";"0";"0";"0";"0.00";"0"
"java.util.HashMap$HashIterator";"0";"0";"0";"0.00";"0"
"java.lang.ProcessEnvironment";"0";"0";"0";"0.00";"0"
"java.lang.ProcessEnvironment$StringEnvironment";"0";"0";"0";"0.00";"0"
"java.util.concurrent.locks.ReentrantReadWriteLock$FairSync";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$MemberSignature[]";"0";"0";"0";"0.00";"0"
"java.security.Provider$Service";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.TemplateManager$KeyAndTemplate";"0";"0";"0";"0.00";"0"
"java.net.URLClassLoader$7";"0";"0";"0";"0.00";"0"
"java.util.Collections$EmptyIterator";"0";"0";"0";"0.00";"0"
"sun.util.logging.LoggingSupport";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$ClassDataSlot[]";"0";"0";"0";"0.00";"0"
"sun.util.logging.LoggingSupport$1";"0";"0";"0";"0.00";"0"
"java.lang.LinkageError";"0";"0";"0";"0.00";"0"
"sun.misc.Launcher$ExtClassLoader$1";"0";"0";"0";"0.00";"0"
"sun.misc.Launcher$ExtClassLoader";"0";"0";"0";"0.00";"0"
"java.lang.ProcessEnvironment$StringKeySet";"0";"0";"0";"0.00";"0"
"java.lang.ProcessEnvironment$StringEntrySet";"0";"0";"0";"0.00";"0"
"java.lang.ProcessEnvironment$StringValues";"0";"0";"0";"0.00";"0"
"java.nio.Bits$1$1";"0";"0";"0";"0.00";"0"
"java.util.Collections$EmptySet";"0";"0";"0";"0.00";"0"
"java.lang.Process";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$ClassDataSlot";"0";"0";"0";"0.00";"0"
"java.util.ResourceBundle$RBClassLoader";"0";"0";"0";"0.00";"0"
"java.util.ResourceBundle$RBClassLoader$1";"0";"0";"0";"0.00";"0"
"java.security.SecureClassLoader";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.wrapper.Functions";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.wrapper.Functions$Flags";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$ExceptionInfo";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$2";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$1";"0";"0";"0";"0.00";"0"
"java.security.BasicPermission";"0";"0";"0";"0.00";"0"
"java.nio.file.LinkOption[]";"0";"0";"0";"0.00";"0"
"java.lang.management.ThreadInfo[]";"0";"0";"0";"0.00";"0"
"java.lang.management.PlatformComponent$7";"0";"0";"0";"0.00";"0"
"sun.net.util.URLUtil";"0";"0";"0";"0.00";"0"
"java.util.Scanner";"0";"0";"0";"0.00";"0"
"sun.net.sdp.SdpProvider$PortRangeRule";"0";"0";"0";"0.00";"0"
"sun.net.sdp.SdpProvider$AddressPortRangeRule";"0";"0";"0";"0.00";"0"
